EmployeeNumber,Department,JobRole,MonthlyIncome,OverTime,YearsAtCompany,JobSatisfaction,WorkLifeBalance,Churn_Probability,Risk_Tier,Replacement_Cost,Attrition
1661,Research & Development,Healthcare Representative,13966,Yes,15,3,3,0.04401439491161154, Low Risk,83796,No
1662,Research & Development,Manufacturing Director,4374,No,3,3,3,0.046221511234060875, Low Risk,26244,No
1664,Research & Development,Healthcare Representative,6842,No,5,1,3,0.06355856460768504, Low Risk,41052,No
1665,Research & Development,Manager,17426,No,10,3,3,0.01814006916700106, Low Risk,104556,No
1666,Research & Development,Research Director,17603,No,14,3,3,0.04357456131843015, Low Risk,105618,No
1667,Sales,Sales Executive,4581,Yes,11,4,4,0.3175255144218931, Medium Risk,27486,Yes
1668,Research & Development,Research Scientist,4735,No,13,4,4,0.03114580251680131, Low Risk,28410,No
1669,Sales,Sales Executive,4187,Yes,10,2,2,0.14112784496252215, Low Risk,25122,No
1670,Sales,Sales Executive,5505,No,6,4,3,0.062360793764360316, Low Risk,33030,No
1671,Research & Development,Research Scientist,5470,No,9,2,2,0.07410217730590127, Low Risk,32820,No
1673,Sales,Sales Executive,5476,No,10,4,3,0.11504852762632187, Low Risk,32856,No
1674,Research & Development,Laboratory Technician,2587,Yes,2,1,2,0.1819759711997579, Low Risk,15522,No
1675,Research & Development,Laboratory Technician,2440,No,4,2,3,0.14248017380346975, Low Risk,14640,No
1676,Sales,Manager,15972,No,3,2,3,0.05265593596593769, Low Risk,95832,No
1677,Research & Development,Manager,15379,No,8,3,3,0.07624547388899866, Low Risk,92274,No
1678,Sales,Sales Executive,7082,Yes,2,3,3,0.27779134342416034, Low Risk,42492,No
1680,Sales,Sales Representative,2728,No,2,1,3,0.3263390781427149, Medium Risk,16368,No
1681,Sales,Sales Executive,5368,Yes,6,4,3,0.13717590288037945, Low Risk,32208,No
1682,Research & Development,Healthcare Representative,5347,No,3,3,2,0.12125801917910307, Low Risk,32082,No
1683,Human Resources,Human Resources,3195,Yes,2,4,3,0.18944367770232604, Low Risk,19170,No
1684,Research & Development,Laboratory Technician,3989,Yes,5,3,3,0.6559285146208748, High Risk,23934,Yes
1687,Research & Development,Laboratory Technician,3306,No,0,3,2,0.0605606636001309, Low Risk,19836,No
1689,Research & Development,Healthcare Representative,7005,No,4,4,3,0.08709719858936149, Low Risk,42030,No
1691,Sales,Sales Representative,2655,Yes,9,3,3,0.22662043147033728, Low Risk,15930,Yes
1692,Research & Development,Laboratory Technician,1393,No,1,2,3,0.7868425245239259, High Risk,8358,Yes
1693,Research & Development,Laboratory Technician,2570,No,7,4,3,0.08950118488801763, Low Risk,15420,No
1694,Research & Development,Research Scientist,3537,No,4,2,3,0.10901595619597941, Low Risk,21222,No
1696,Research & Development,Laboratory Technician,3986,No,15,4,4,0.05022663408473932, Low Risk,23916,No
1697,Research & Development,Healthcare Representative,10883,No,1,4,4,0.058973773646235926, Low Risk,65298,No
1698,Research & Development,Laboratory Technician,2028,No,14,2,3,0.16187161568205488, Low Risk,12168,No
1700,Sales,Sales Executive,9525,No,6,4,2,0.1488369907882813, Low Risk,57150,No
1701,Research & Development,Research Scientist,2929,No,10,4,3,0.1687781402221329, Low Risk,17574,No
1702,Sales,Sales Representative,2275,Yes,3,4,3,0.7126460263196635, High Risk,13650,Yes
1703,Research & Development,Healthcare Representative,7879,Yes,8,4,3,0.052105230530535895, Low Risk,47274,No
1704,Research & Development,Research Scientist,4930,Yes,5,4,4,0.23298104802694516, Low Risk,29580,No
1706,Sales,Sales Executive,7847,Yes,10,4,3,0.1450527242265048, Low Risk,47082,No
1707,Research & Development,Research Scientist,4401,No,5,3,3,0.07995522429386064, Low Risk,26406,No
1708,Sales,Sales Executive,9241,No,10,3,3,0.14910482266969527, Low Risk,55446,No
1709,Research & Development,Laboratory Technician,2974,No,5,3,3,0.15586262794521327, Low Risk,17844,No
1710,Sales,Sales Representative,4502,No,13,4,2,0.13502785861066247, Low Risk,27012,No
1712,Research & Development,Healthcare Representative,10748,No,23,3,2,0.041613278553110054, Low Risk,64488,No
1714,Human Resources,Human Resources,1555,No,1,3,3,0.8169071912562679, High Risk,9330,Yes
1716,Sales,Sales Executive,12936,No,23,3,1,0.729935535726041, High Risk,77616,Yes
1718,Research & Development,Laboratory Technician,2305,No,3,3,4,0.17919275322608935, Low Risk,13830,No
1719,Research & Development,Research Director,16704,No,21,2,3,0.06213150457839714, Low Risk,100224,No
1720,Research & Development,Research Scientist,3433,No,5,3,2,0.28042457764226425, Low Risk,20598,No
1721,Research & Development,Laboratory Technician,3477,No,5,3,4,0.10317962823238527, Low Risk,20862,No
1722,Human Resources,Human Resources,6430,No,3,2,3,0.09299775854878754, Low Risk,38580,No
1724,Research & Development,Manufacturing Director,6516,Yes,1,1,3,0.21760922462176602, Low Risk,39096,No
1725,Research & Development,Laboratory Technician,3907,No,6,1,4,0.141008428328188, Low Risk,23442,No
1727,Research & Development,Healthcare Representative,5562,No,10,2,3,0.09285129351187113, Low Risk,33372,No
1728,Research & Development,Manufacturing Director,6883,No,7,3,3,0.05041928167846004, Low Risk,41298,No
1729,Research & Development,Research Scientist,2862,No,10,4,2,0.13655220786873015, Low Risk,17172,No
1731,Sales,Sales Executive,4978,No,1,2,1,0.13115464362735454, Low Risk,29868,No
1732,Sales,Sales Executive,10368,Yes,10,4,2,0.1098299750931251, Low Risk,62208,No
1733,Sales,Sales Executive,6134,Yes,2,1,3,0.198225602913056, Low Risk,36804,Yes
1734,Sales,Sales Executive,6735,No,0,2,3,0.7221283585839268, High Risk,40410,Yes
1735,Research & Development,Laboratory Technician,3295,No,3,2,1,0.3430811126281177, Medium Risk,19770,No
1736,Research & Development,Manufacturing Director,5238,No,5,4,2,0.08408051161912726, Low Risk,31428,No
1737,Research & Development,Laboratory Technician,6472,Yes,9,4,3,0.05361307351941168, Low Risk,38832,No
1739,Sales,Sales Executive,9610,No,4,3,1,0.27339437083313706, Low Risk,57660,No
1740,Sales,Manager,19833,No,21,2,2,0.07842224614457845, Low Risk,118998,No
1744,Human Resources,Human Resources,9756,No,5,3,4,0.11535623298607668, Low Risk,58536,No
1745,Research & Development,Research Scientist,4968,No,9,1,3,0.12584380206717316, Low Risk,29808,No
1746,Human Resources,Human Resources,2145,No,2,4,3,0.16052446087988564, Low Risk,12870,No
1747,Human Resources,Human Resources,2180,No,4,4,2,0.6298251862321219, High Risk,13080,Yes
1749,Sales,Sales Executive,8346,No,5,3,3,0.0666748520865782, Low Risk,50076,No
1751,Research & Development,Research Scientist,3445,No,6,4,2,0.2082783729358941, Low Risk,20670,No
1752,Sales,Sales Representative,2760,No,2,2,3,0.7775526564417586, High Risk,16560,Yes
1753,Research & Development,Healthcare Representative,6294,Yes,3,3,4,0.2408835121094043, Low Risk,37764,No
1754,Sales,Sales Executive,7140,No,7,1,3,0.09729608804277853, Low Risk,42840,No
1755,Research & Development,Research Scientist,2932,Yes,5,4,3,0.12206256772658206, Low Risk,17592,No
1756,Sales,Sales Executive,5147,No,11,2,2,0.20112408983106558, Low Risk,30882,No
1757,Sales,Sales Executive,4507,No,5,4,4,0.11316706966193352, Low Risk,27042,No
1758,Sales,Sales Executive,8564,Yes,0,1,2,0.783716725468344, High Risk,51384,Yes
1760,Research & Development,Laboratory Technician,2468,No,6,2,2,0.13856302832895592, Low Risk,14808,No
1761,Sales,Sales Executive,8161,No,1,3,3,0.6482864312843809, High Risk,48966,Yes
1762,Research & Development,Research Scientist,2109,No,1,1,3,0.4726637229129666, Medium Risk,12654,No
1763,Research & Development,Healthcare Representative,5294,No,7,3,3,0.11965287298284234, Low Risk,31764,No
1764,Research & Development,Research Scientist,2718,No,7,2,3,0.14033337627399578, Low Risk,16308,No
1766,Research & Development,Healthcare Representative,5811,Yes,1,4,3,0.18306123038371794, Low Risk,34866,No
1767,Research & Development,Research Scientist,2437,Yes,1,3,3,0.7253848694582408, High Risk,14622,Yes
1768,Research & Development,Laboratory Technician,2766,No,5,2,2,0.1752582411308914, Low Risk,16596,No
1770,Research & Development,Research Director,19038,No,1,1,3,0.14347654300045548, Low Risk,114228,No
1771,Research & Development,Research Scientist,3055,No,9,2,2,0.08357150942975855, Low Risk,18330,No
1772,Research & Development,Laboratory Technician,2289,No,5,1,3,0.15821044940749096, Low Risk,13734,No
1774,Sales,Sales Executive,4001,Yes,15,3,3,0.07950417456107388, Low Risk,24006,No
1775,Research & Development,Manufacturing Director,12965,Yes,3,3,2,0.0898042030991944, Low Risk,77790,No
1778,Human Resources,Human Resources,3539,No,9,4,3,0.11222200818960965, Low Risk,21234,No
1779,Sales,Sales Executive,6029,No,2,4,3,0.17121970386829552, Low Risk,36174,No
1780,Sales,Sales Representative,2679,No,1,2,3,0.8529884657442645, High Risk,16074,Yes
1782,Research & Development,Laboratory Technician,3702,No,5,3,3,0.06028139488902659, Low Risk,22212,No
1783,Research & Development,Laboratory Technician,2398,Yes,1,1,3,0.8226748771513732, High Risk,14388,Yes
1784,Sales,Sales Executive,5468,No,12,4,3,0.15144500729176516, Low Risk,32808,No
1786,Research & Development,Manager,13116,No,2,3,3,0.08897152562295808, Low Risk,78696,No
1787,Sales,Sales Executive,4189,No,5,2,3,0.1125059199445627, Low Risk,25134,No
1789,Research & Development,Research Director,19328,Yes,2,4,3,0.08455541622319852, Low Risk,115968,No
1790,Research & Development,Healthcare Representative,8321,Yes,12,1,3,0.06070618433342601, Low Risk,49926,No
1792,Research & Development,Research Scientist,2342,Yes,5,2,2,0.65141740482403, High Risk,14052,Yes
1794,Human Resources,Human Resources,4071,No,10,2,2,0.1182387383378816, Low Risk,24426,No
1797,Sales,Sales Executive,5813,Yes,10,4,3,0.6590721566549521, High Risk,34878,Yes
1798,Research & Development,Research Scientist,3143,No,10,1,3,0.07131382669906242, Low Risk,18858,No
1799,Research & Development,Research Scientist,2044,No,5,4,4,0.15680620514841748, Low Risk,12264,No
1800,Research & Development,Research Director,13464,No,4,3,3,0.08991259502664635, Low Risk,80784,No
1801,Sales,Sales Executive,7991,No,2,2,3,0.2062487460826431, Low Risk,47946,No
1802,Research & Development,Laboratory Technician,3377,No,4,1,2,0.06831751232927172, Low Risk,20262,No
1803,Research & Development,Healthcare Representative,5538,No,0,1,2,0.13589601602043122, Low Risk,33228,No
1804,Research & Development,Manufacturing Director,5762,No,7,4,3,0.03262577607697318, Low Risk,34572,No
1805,Human Resources,Human Resources,2592,No,11,2,3,0.11106379643050156, Low Risk,15552,No
1807,Research & Development,Laboratory Technician,5346,No,7,1,2,0.5331859295930791, Medium Risk,32076,Yes
1809,Research & Development,Manufacturing Director,4213,No,10,1,1,0.5708148546042269, Medium Risk,25278,Yes
1812,Sales,Sales Executive,4127,No,2,4,3,0.10012997593730788, Low Risk,24762,No
1813,Research & Development,Research Scientist,2438,No,3,3,2,0.27477292695992955, Low Risk,14628,No
1814,Research & Development,Healthcare Representative,6870,No,3,2,1,0.1645763006433069, Low Risk,41220,No
1815,Sales,Sales Executive,10447,Yes,22,3,4,0.09585053204898085, Low Risk,62682,No
1816,Research & Development,Manufacturing Director,9667,No,7,3,3,0.17576515680938912, Low Risk,58002,No
1818,Human Resources,Human Resources,2148,Yes,5,2,3,0.4249181191195859, Medium Risk,12888,Yes
1821,Research & Development,Healthcare Representative,8926,No,9,2,4,0.5697452981640345, Medium Risk,53556,Yes
1822,Research & Development,Healthcare Representative,6513,No,5,4,3,0.05375727137739074, Low Risk,39078,No
1823,Sales,Sales Executive,6799,No,10,3,3,0.09269044552518692, Low Risk,40794,No
1824,Sales,Manager,16291,No,16,2,2,0.12922176515535125, Low Risk,97746,No
1826,Research & Development,Laboratory Technician,2705,No,5,3,4,0.1575814790967487, Low Risk,16230,No
1827,Research & Development,Manufacturing Director,10333,Yes,22,2,3,0.053608554245951456, Low Risk,61998,No
1829,Research & Development,Healthcare Representative,4448,No,7,1,3,0.107946231714992, Low Risk,26688,No
1830,Research & Development,Research Scientist,6854,No,7,4,2,0.11521879121326516, Low Risk,41124,No
1833,Sales,Sales Executive,9637,No,3,1,3,0.1091820154559509, Low Risk,57822,No
1834,Research & Development,Research Scientist,3591,No,3,1,3,0.09882123922488618, Low Risk,21546,No
1835,Sales,Sales Representative,5405,Yes,4,4,2,0.10937557425617386, Low Risk,32430,No
1836,Sales,Sales Executive,4684,No,5,4,3,0.09867955311324542, Low Risk,28104,No
1837,Research & Development,Research Director,15787,Yes,2,3,3,0.10182374813827277, Low Risk,94722,No
1839,Research & Development,Research Scientist,1514,No,0,3,1,0.584333037579471, Medium Risk,9084,No
1842,Human Resources,Human Resources,2956,No,1,1,3,0.7954062907572478, High Risk,17736,Yes
1844,Human Resources,Human Resources,2335,Yes,2,1,3,0.7299368579563841, High Risk,14010,Yes
1845,Sales,Sales Executive,5154,No,8,3,4,0.1042904616632604, Low Risk,30924,No
1847,Research & Development,Research Scientist,6962,Yes,1,2,3,0.12333298964442341, Low Risk,41772,No
1849,Sales,Sales Executive,5675,No,7,4,3,0.09903263562896242, Low Risk,34050,No
1850,Research & Development,Laboratory Technician,2379,Yes,5,4,2,0.22319697151785622, Low Risk,14274,No
1852,Research & Development,Laboratory Technician,3812,No,11,4,4,0.1328353934151267, Low Risk,22872,No
1853,Sales,Sales Executive,4648,No,0,4,4,0.2420993827539695, Low Risk,27888,No
1854,Research & Development,Research Scientist,2936,No,6,3,2,0.1079038168029794, Low Risk,17616,No
1856,Research & Development,Laboratory Technician,2105,No,2,3,3,0.21565695370229768, Low Risk,12630,No
1857,Research & Development,Manufacturing Director,8578,No,9,4,2,0.07867300263475022, Low Risk,51468,No
1858,Human Resources,Human Resources,2706,No,3,4,3,0.09331738287598704, Low Risk,16236,No
1859,Research & Development,Healthcare Representative,6384,No,7,3,3,0.1400035788882782, Low Risk,38304,No
1860,Research & Development,Laboratory Technician,3968,No,0,3,3,0.15943558603481775, Low Risk,23808,No
1862,Sales,Sales Executive,9907,Yes,2,2,2,0.7603646782868124, High Risk,59442,Yes
1863,Sales,Sales Executive,13225,No,19,1,3,0.06582180408223931, Low Risk,79350,No
1864,Sales,Sales Representative,3540,No,9,3,3,0.16293870266593216, Low Risk,21240,No
1865,Human Resources,Human Resources,2804,No,1,2,3,0.4585407756695279, Medium Risk,16824,No
1866,Research & Development,Manager,19392,No,16,3,3,0.08215216652165422, Low Risk,116352,No
1867,Research & Development,Research Director,19665,No,22,2,3,0.05598535921609949, Low Risk,117990,No
1868,Research & Development,Research Scientist,2439,Yes,1,4,2,0.9386810961049333, High Risk,14634,Yes
1869,Sales,Sales Executive,7314,No,8,2,3,0.548666429907669, Medium Risk,43884,Yes
1870,Research & Development,Research Scientist,4774,No,7,1,2,0.0954323964072764, Low Risk,28644,No
1871,Research & Development,Research Scientist,3902,No,2,4,3,0.10516671886031652, Low Risk,23412,No
1873,Research & Development,Research Scientist,2662,No,5,4,4,0.08810307545464148, Low Risk,15972,No
1875,Sales,Sales Representative,2856,No,1,2,3,0.3092405656702804, Medium Risk,17136,No
1876,Sales,Sales Representative,1081,No,1,4,2,0.8898816296036679, High Risk,6486,Yes
1878,Research & Development,Research Scientist,2472,Yes,1,2,3,0.8901924444842063, High Risk,14832,Yes
1880,Sales,Sales Executive,5673,Yes,10,3,3,0.10395061374200665, Low Risk,34038,No
1881,Research & Development,Laboratory Technician,4197,No,10,3,3,0.18164067703790393, Low Risk,25182,No
1882,Sales,Sales Executive,9713,Yes,5,4,3,0.22360803947291813, Low Risk,58278,No
1883,Research & Development,Laboratory Technician,2062,No,3,1,3,0.22345377312874617, Low Risk,12372,No
1885,Research & Development,Research Scientist,4284,Yes,5,1,3,0.11893320474267272, Low Risk,25704,No
1886,Research & Development,Manufacturing Director,4788,Yes,3,2,3,0.16848451368195647, Low Risk,28728,No
1888,Research & Development,Manufacturing Director,5906,No,9,4,2,0.09343904860141224, Low Risk,35436,No
1890,Human Resources,Human Resources,3886,No,10,4,2,0.11643700277134837, Low Risk,23316,No
1892,Research & Development,Manager,16823,No,19,1,3,0.04908271536658436, Low Risk,100938,No
1893,Research & Development,Research Scientist,2933,Yes,1,3,2,0.5397563734466084, Medium Risk,17598,No
1898,Sales,Sales Executive,6500,No,8,3,2,0.18925617247099272, Low Risk,39000,No
1900,Research & Development,Manager,17174,No,22,4,3,0.09205631841763091, Low Risk,103044,No
1903,Research & Development,Healthcare Representative,5033,No,2,1,3,0.1156635589244532, Low Risk,30198,No
1905,Research & Development,Research Scientist,2307,Yes,5,1,3,0.7218020426692958, High Risk,13842,Yes
1907,Research & Development,Laboratory Technician,2587,No,4,4,3,0.6471580997890171, High Risk,15522,Yes
1908,Sales,Sales Executive,5507,No,4,2,1,0.23735013294819393, Low Risk,33042,No
1909,Sales,Sales Executive,4393,No,5,2,3,0.14543068106405546, Low Risk,26358,No
1911,Research & Development,Research Director,13348,No,13,1,4,0.040871534589746024, Low Risk,80088,No
1912,Sales,Sales Executive,6583,Yes,5,4,3,0.10225589376153696, Low Risk,39498,No
1915,Sales,Sales Executive,8103,Yes,4,4,2,0.14108353111136723, Low Risk,48618,No
1916,Research & Development,Laboratory Technician,3978,No,2,3,2,0.19746499760590827, Low Risk,23868,No
1918,Research & Development,Laboratory Technician,2544,No,7,4,3,0.11281641239910929, Low Risk,15264,No
1922,Research & Development,Healthcare Representative,5399,No,4,3,3,0.06899933205796639, Low Risk,32394,No
1924,Sales,Sales Executive,5487,No,10,3,2,0.12944926260391998, Low Risk,32922,No
1927,Sales,Sales Executive,6834,Yes,7,4,3,0.12995088184077003, Low Risk,41004,No
1928,Sales,Sales Representative,1091,No,1,1,3,0.8788401820883558, High Risk,6546,Yes
1929,Sales,Sales Executive,5736,No,3,3,3,0.19412162857774232, Low Risk,34416,No
1931,Research & Development,Research Scientist,2226,No,5,2,2,0.14894628450980968, Low Risk,13356,No
1932,Research & Development,Research Scientist,5747,Yes,15,4,3,0.10900992380855039, Low Risk,34482,No
1933,Sales,Sales Executive,9854,Yes,2,3,3,0.7316647061288141, High Risk,59124,Yes
1934,Research & Development,Research Scientist,5467,No,8,2,4,0.10645278160273099, Low Risk,32802,No
1935,Sales,Sales Executive,5380,No,0,1,3,0.16727262824093855, Low Risk,32280,No
1936,Research & Development,Manufacturing Director,5151,No,10,1,3,0.09038891076340082, Low Risk,30906,No
1937,Research & Development,Research Scientist,2133,Yes,20,2,3,0.07715619111441269, Low Risk,12798,No
1938,Sales,Manager,17875,Yes,1,4,2,0.08917028389465813, Low Risk,107250,No
1939,Research & Development,Research Scientist,2432,Yes,4,3,3,0.706758402198679, High Risk,14592,Yes
1940,Research & Development,Research Scientist,4771,No,5,4,4,0.05027329884236848, Low Risk,28626,No
1941,Research & Development,Research Director,19161,No,5,4,3,0.030629368401149822, Low Risk,114966,No
1943,Sales,Sales Executive,5087,Yes,0,4,3,0.11965579884914247, Low Risk,30522,No
1944,Human Resources,Human Resources,2863,No,1,2,3,0.8234948556715104, High Risk,17178,Yes
1945,Sales,Sales Executive,5561,No,5,1,1,0.11080066780156106, Low Risk,33366,No
1947,Research & Development,Research Scientist,2144,No,5,3,2,0.11586134590388979, Low Risk,12864,No
1948,Research & Development,Research Scientist,3065,Yes,4,1,4,0.17509228459916024, Low Risk,18390,No
1949,Research & Development,Laboratory Technician,2810,No,5,2,3,0.22633559904998196, Low Risk,16860,No
1950,Sales,Sales Executive,9888,No,14,4,2,0.22941246473247134, Low Risk,59328,No
1951,Sales,Sales Executive,8628,No,8,3,2,0.11034161990633878, Low Risk,51768,No
1952,Research & Development,Laboratory Technician,2867,No,7,1,2,0.13910769776515658, Low Risk,17202,No
1954,Research & Development,Healthcare Representative,5373,No,5,1,2,0.08826846917224554, Low Risk,32238,No
1955,Research & Development,Healthcare Representative,6667,No,5,4,3,0.07585756260064548, Low Risk,40002,No
1956,Research & Development,Research Scientist,5003,No,10,1,3,0.20260220844254065, Low Risk,30018,No
1960,Research & Development,Laboratory Technician,2367,No,4,4,2,0.6720402946139843, High Risk,14202,Yes
1961,Sales,Sales Representative,2858,No,1,1,2,0.40070698350308703, Medium Risk,17148,No
1962,Sales,Sales Executive,5204,Yes,10,4,3,0.10500606539258735, Low Risk,31224,No
1965,Sales,Sales Executive,4105,No,7,4,3,0.11038726571174472, Low Risk,24630,No
1966,Research & Development,Manufacturing Director,9679,No,1,4,3,0.13042949677275278, Low Risk,58074,No
1967,Sales,Sales Executive,5617,Yes,10,4,3,0.6451933521926072, High Risk,33702,Yes
1968,Sales,Sales Executive,10448,Yes,2,1,2,0.7279152118208093, High Risk,62688,Yes
1969,Research & Development,Research Scientist,2897,No,4,3,2,0.13328864497717707, Low Risk,17382,No
1970,Research & Development,Healthcare Representative,5968,No,9,3,3,0.08163750708268669, Low Risk,35808,No
1971,Research & Development,Healthcare Representative,7510,No,10,3,3,0.16882505887107804, Low Risk,45060,No
1972,Human Resources,Human Resources,2991,Yes,6,2,3,0.14120482023325895, Low Risk,17946,No
1973,Human Resources,Manager,19636,Yes,10,2,3,0.11981508539908019, Low Risk,117816,No
1974,Research & Development,Laboratory Technician,1129,Yes,1,4,3,0.4244935565645158, Medium Risk,6774,No
1975,Sales,Sales Executive,13341,No,20,1,3,0.16522432775408505, Low Risk,80046,No
1976,Research & Development,Research Scientist,4332,No,20,3,3,0.042211469844314696, Low Risk,25992,No
1979,Research & Development,Research Director,11031,No,11,3,4,0.07565242091204304, Low Risk,66186,No
1980,Research & Development,Manufacturing Director,4440,Yes,5,1,3,0.1308085041608663, Low Risk,26640,No
1981,Research & Development,Healthcare Representative,4617,No,4,3,2,0.10339469662987552, Low Risk,27702,No
1982,Research & Development,Laboratory Technician,2647,No,5,4,4,0.12474743920818543, Low Risk,15882,No
1985,Research & Development,Laboratory Technician,6323,No,10,3,4,0.11787955835019014, Low Risk,37938,No
1986,Sales,Sales Executive,5677,No,11,2,3,0.07555169160334205, Low Risk,34062,No
1987,Human Resources,Human Resources,2187,No,2,2,3,0.21564054846902728, Low Risk,13122,No
1989,Research & Development,Laboratory Technician,3748,No,12,2,2,0.08718246099470287, Low Risk,22488,No
1992,Research & Development,Laboratory Technician,3977,Yes,2,3,2,0.2040617691964681, Low Risk,23862,No
1993,Research & Development,Healthcare Representative,8633,No,17,3,3,0.09934111036408781, Low Risk,51798,No
1994,Research & Development,Laboratory Technician,2008,No,1,3,2,0.15716162293845304, Low Risk,12048,No
1995,Sales,Sales Executive,4440,No,15,2,3,0.07208257133593961, Low Risk,26640,No
1996,Sales,Sales Representative,3067,No,2,3,3,0.12547837943038165, Low Risk,18402,No
1997,Research & Development,Manufacturing Director,5321,No,8,3,3,0.11700984962505662, Low Risk,31926,No
1998,Research & Development,Research Scientist,5410,Yes,4,1,2,0.11973764070970272, Low Risk,32460,No
1999,Research & Development,Research Scientist,2782,No,5,4,3,0.13084485010751373, Low Risk,16692,No
2000,Research & Development,Research Director,11957,No,13,2,1,0.05367688077238769, Low Risk,71742,No
2003,Research & Development,Laboratory Technician,2660,Yes,2,3,3,0.1237676707588014, Low Risk,15960,No
2007,Research & Development,Research Scientist,3375,No,3,3,4,0.08193198046447195, Low Risk,20250,No
2008,Research & Development,Research Scientist,5098,No,10,3,3,0.08282055212448004, Low Risk,30588,No
2009,Research & Development,Healthcare Representative,4878,Yes,9,4,3,0.11328822933956832, Low Risk,29268,No
2010,Research & Development,Laboratory Technician,2837,No,6,2,3,0.24643383012745937, Low Risk,17022,No
2012,Research & Development,Laboratory Technician,2406,No,1,4,2,0.2084210846842041, Low Risk,14436,No
2013,Sales,Sales Representative,2269,No,2,2,3,0.13570374753265443, Low Risk,13614,No
2014,Research & Development,Research Scientist,4108,No,7,4,3,0.12836068682476978, Low Risk,24648,No
2015,Research & Development,Research Director,13206,No,18,3,3,0.055093725380809665, Low Risk,79236,No
2016,Sales,Sales Executive,10422,No,14,4,3,0.09054221219893081, Low Risk,62532,No
2017,Research & Development,Research Director,13744,Yes,16,4,3,0.06677530618731399, Low Risk,82464,No
2018,Sales,Sales Executive,4907,Yes,5,3,2,0.1452622365814863, Low Risk,29442,No
2019,Sales,Sales Representative,3482,No,9,4,2,0.19672160262915755, Low Risk,20892,No
2020,Research & Development,Research Scientist,2436,Yes,4,4,3,0.20417800987833393, Low Risk,14616,No
2021,Sales,Sales Representative,2380,Yes,2,1,3,0.27569237847556705, Low Risk,14280,No
2022,Research & Development,Manager,19431,No,6,4,2,0.03443475222881984, Low Risk,116586,No
2023,Sales,Sales Representative,1790,No,1,1,2,0.8266925318100831, High Risk,10740,Yes
2024,Sales,Sales Executive,7644,No,9,4,3,0.08201458288680336, Low Risk,45864,No
2025,Research & Development,Manufacturing Director,5131,No,4,2,3,0.13592665771786425, Low Risk,30786,No
2026,Research & Development,Healthcare Representative,6306,No,13,3,2,0.042809464690713096, Low Risk,37836,No
2027,Research & Development,Research Scientist,4787,Yes,2,4,4,0.2207088555297024, Low Risk,28722,Yes
2031,Research & Development,Manager,18880,No,22,3,2,0.09706470208469971, Low Risk,113280,No
2032,Research & Development,Laboratory Technician,2339,No,10,3,1,0.6658981129852138, High Risk,14034,Yes
2034,Research & Development,Manufacturing Director,13570,No,20,2,3,0.08311548118513348, Low Risk,81420,No
2035,Sales,Sales Executive,6712,No,8,3,3,0.12814582584999923, Low Risk,40272,No
2036,Sales,Sales Executive,5406,No,15,4,2,0.164830874723964, Low Risk,32436,No
2037,Sales,Sales Executive,8938,No,5,2,3,0.10841566358907179, Low Risk,53628,No
2038,Research & Development,Research Scientist,2439,No,4,1,3,0.20034811689200538, Low Risk,14634,No
2040,Human Resources,Human Resources,8837,Yes,9,4,3,0.20590619524412607, Low Risk,53022,No
2041,Sales,Sales Executive,5343,No,10,4,3,0.1978318545420511, Low Risk,32058,No
2044,Sales,Sales Executive,6728,No,6,3,3,0.5981321292118856, Medium Risk,40368,Yes
2045,Sales,Sales Executive,6652,No,6,4,2,0.16480427829885422, Low Risk,39912,No
2046,Sales,Sales Executive,4850,No,5,3,3,0.2528226515340113, Low Risk,29100,No
2048,Research & Development,Research Scientist,2809,No,2,3,3,0.0841165957649488, Low Risk,16854,No
2049,Research & Development,Healthcare Representative,5689,Yes,10,3,4,0.09826412596066932, Low Risk,34134,No
2051,Research & Development,Research Scientist,2001,No,5,3,3,0.08771550086221708, Low Risk,12006,No
2052,Research & Development,Research Scientist,2977,No,4,4,3,0.15661481720350331, Low Risk,17862,No
2053,Research & Development,Laboratory Technician,4025,Yes,4,2,3,0.2041845750213115, Low Risk,24150,No
2054,Research & Development,Research Scientist,3785,No,5,1,1,0.22419514111774927, Low Risk,22710,No
2055,Sales,Sales Executive,10854,Yes,3,1,3,0.6840247353248543, High Risk,65124,Yes
2056,Sales,Sales Executive,12031,No,20,4,2,0.18116167305907843, Low Risk,72186,No
2057,Research & Development,Manufacturing Director,9936,No,9,1,3,0.10363967697085705, Low Risk,59616,No
2060,Sales,Sales Representative,2966,No,4,3,3,0.16417420633153065, Low Risk,17796,No
2061,Research & Development,Laboratory Technician,2571,No,5,4,3,0.1099000095318672, Low Risk,15426,No
2062,Research & Development,Healthcare Representative,9991,No,7,1,3,0.11019981001908086, Low Risk,59946,No
2064,Research & Development,Manufacturing Director,6142,Yes,6,2,3,0.1546161923633669, Low Risk,36852,No
2065,Sales,Sales Executive,5390,No,9,2,2,0.14002423147554283, Low Risk,32340,No
2068,Research & Development,Laboratory Technician,4404,No,4,3,4,0.19255249049106957, Low Risk,26424,No
